ID,MA_TAIKHOAN_THANHTOAN,THOIGIAN_GIAODICH,SODU_BANDAU,SOTIEN_TANG,SOTIEN_GIAM,SODU_SAU,LOAITIEN,GHICHU,TAIKHOAN_GUI,TAIKHOAN_NHAN,LOAI_CHUYENKHOAN
480,CASA0001301,2024-02-05 14:00:00,360262706,200000000,0,560262706,VND,NOP TIEN MAT,,CASA0001301,inn
481,CASA0001301,2024-02-05 17:30:00,560262706,0,13850000,546412706,VND,THANH TOAN TIEN AN,CASA0001301,ACB - NAPAS: 8752666841,out
482,CASA0001301,2024-02-09 09:00:00,546412706,0,228721461,317691245,VND,tra tien vay ngan hang,CASA0001301,LPB - NAPAS: 9997654311,out
483,CASA0001301,2024-02-12 14:00:00,317691245,0,37630000,280061245,VND,THANH TOAN TIEN THUE XE,CASA0001301,ACB - NAPAS: 8752666885,out
484,CASA0001301,2024-02-12 15:00:00,280061245,0,23000000,257061245,VND,THANH TOAN CKNAPAS,CASA0001301,ACB - NAPAS: 8752666742,out
485,CASA0001301,2024-02-12 15:00:00,257061245,0,31255400,225805845,VND,THANH TOAN CKNAPAS,CASA0001301,ACB - NAPAS: 8752666742,out
486,CASA0001301,2024-02-14 12:00:00,225805845,215000000,0,440805845,VND,KHACH TRA NO,ACB - NAPAS: 7812345666,CASA0001301,out
487,CASA0001301,2024-02-15 09:00:00,440805845,0,35000000,405805845,VND,CASA0001301 2024-02-15 09:00:00,CASA0001301,LPB - NAPAS: 9997654311,out
488,CASA0001301,2024-02-16 10:00:00,405805845,4700000,0,410505845,VND,CASA0001301 2024-02-16 10:00:00,LPB - NAPAS: 9997654343,CASA0001301,out
489,CASA0001301,2024-02-17 11:00:00,410505845,0,20000000,390505845,VND,CASA0001301 2024-02-17 11:00:00,CASA0001301,LPB - NAPAS: 9997654343,out
490,CASA0001301,2024-02-18 12:00:00,390505845,30000000,0,420505845,VND,CASA0001301 2024-02-18 12:00:00,LPB - NAPAS: 9997654343,CASA0001301,out
491,CASA0001301,2024-02-19 09:00:00,420505845,0,24500000,396005845,VND,CASA0001301 2024-02-19 09:00:00,CASA0001301,ACB - NAPAS: 7812345666,out
492,CASA0001301,2024-02-21 10:00:00,396005845,3200000,0,399205845,VND,CASA0001301 2024-02-20 10:00:00,CASA0001301,CASA0001301,inn
493,CASA0001301,2024-02-21 11:00:00,399205845,0,13700000,385505845,VND,RUT TIEN MAT,CASA0001300,,inn
494,CASA0001301,2024-02-21 12:00:00,385505845,45000000,0,430505845,VND,CASA0001301 2024-02-22 12:00:00,CASA0001301,CASA0001301,inn
495,CASA0001301,2024-02-23 09:00:00,430505845,0,83500500,347005345,VND,CASA0001301 2024-02-23 09:00:00,CASA0001301,LPB - NAPAS: 9997654343,out
496,CASA0001301,2024-02-24 10:00:00,347005345,6500000,0,353505345,VND,CASA0001301 2024-02-24 10:00:00,ACB - NAPAS: 8752666742,CASA0001301,out
497,CASA0001301,2024-03-01 11:00:00,353505345,12800000,0,366305345,VND,NOP TIEN MAT,,CASA0001301,inn
498,CASA0001301,2024-03-02 12:00:00,366305345,0,150040000,216265345,VND,RUT TIEN MAT,CASA0001301,,inn
499,CASA0001301,2024-03-03 09:00:00,216265345,525055000,0,741320345,VND,CASA0001301 2024-03-03 09:00:00,LPB - NAPAS: 9997654347,CASA0001301,out
500,CASA0001301,2024-03-04 10:00:00,741320345,0,43500000,697820345,VND,CASA0001301 2024-03-04 10:00:00,CASA0001301,LPB - NAPAS: 9997654959,out
501,CASA0001301,2024-03-04 12:00:00,697820345,0,420150333,277670012,VND,Tra luong thang :3,CASA0001301,VNC: 0278995674,inn
502,CASA0001301,2024-03-06 11:00:00,277670012,0,200000000,77670012,VND,RUT TIEN MAT,CASA0001301,,inn
503,CASA0001301,2024-03-07 12:00:00,77670012,3070000,0,80740012,VND,CASA0001301 2024-03-07 12:00:00,ACB - NAPAS: 8752666742,CASA0001301,out
504,CASA0001301,2024-03-08 09:00:00,80740012,0,300000,80440012,VND,CASA0001301 2024-03-08 09:00:00,CASA0001301,LPB - NAPAS: 9997654347,out
505,CASA0001301,2024-03-08 10:00:00,80440012,334200000,0,414640012,VND,CASA0001301 2024-03-09 10:00:00,CASA0001301,CASA0001301,inn
506,CASA0001301,2024-03-09 10:00:00,414640012,0,222653881,191986131,VND,tra tien vay ngan hang,CASA0001301,LPB - NAPAS: 9997654343,out
507,CASA0001301,2024-03-10 11:00:00,191986131,0,30000005,161986126,VND,THANH TOAN CKNAPAS,CASA0001301,ACB - NAPAS: 8752666742,out
508,CASA0001301,2024-03-10 12:00:00,161986126,0,32000047,129986079,VND,THANH TOAN CKNAPAS,CASA0001301,ACB - NAPAS: 8752666742,out
509,CASA0001301,2024-03-11 09:00:00,129986079,5100000,0,135086079,VND,CASA0001301 2024-03-11 09:00:00,CASA0001301,CASA0001301,inn
510,CASA0001301,2024-03-11 10:00:00,135086079,11200000,0,146286079,VND,NOP TIEN MAT,,CASA0001301,inn
511,CASA0001301,2024-03-11 11:00:00,146286079,0,82500000,63786079,VND,CASA0001301 2024-03-13 11:00:00,CASA0001301,LPB - NAPAS: 9997654343,out
512,CASA0001301,2024-03-14 12:00:00,63786079,35000074,0,98786153,VND,CASA0001301 2024-03-14 12:00:00,CASA0001301,CASA0001301,inn
513,CASA0001301,2024-03-15 09:00:00,98786153,0,56300000,42486153,VND,CASA0001301 2024-03-15 09:00:00,CASA0001301,ACB - NAPAS: 7812345666,out
514,CASA0001301,2024-03-15 10:00:00,42486153,145000000,0,187486153,VND,CASA0001301 2024-03-16 10:00:00,CASA0001301,CASA0001301,inn
515,CASA0001301,2024-03-17 11:00:00,187486153,0,72000000,115486153,VND,RUT TIEN MAT,CASA0001301,,inn
516,CASA0001301,2024-03-25 10:00:00,115486153,0,253000,115233153,VND,CASA0001301 2024-01-24 10:00:00,CASA0001301,VCB - NAPAS: 1238074732,out
517,CASA0001301,2024-03-25 11:00:00,115233153,21500000,0,136733153,VND,CASA0001301 2024-01-25 11:00:00,LPB - NAPAS: 9997654311,CASA0001301,out
518,CASA0001301,2024-03-25 12:00:00,136733153,0,73000000,63733153,VND,CASA0001301 2024-01-26 12:00:00,CASA0001301,ACB - NAPAS: 8752667841,out
519,CASA0001301,2024-03-27 09:00:00,63733153,50000044,0,113733197,VND,CASA0001301 2024-01-27 09:00:00,SHB - NAPAS: 00987622,CASA0001301,out
520,CASA0001301,2024-03-28 10:00:00,113733197,0,25000000,88733197,VND,CASA0001301 2024-01-28 10:00:00,CASA0001301,LPB - NAPAS: 9997654311,out
521,CASA0001301,2024-03-29 11:00:00,88733197,94110000,0,182843197,VND,CASA0001301 2024-01-29 11:00:00,ACB - NAPAS: 7812345666,CASA0001301,out
522,CASA0001301,2024-03-30 12:00:00,182843197,0,115000000,67843197,VND,RUT TIEN MAT,CASA0001301,,inn
523,CASA0001301,2024-03-31 09:00:00,67843197,50000014,0,117843211,VND,NOP TIEN MAT,,CASA0001301,inn
524,CASA0001304,2024-01-01 09:00:00,621853000,15000000,0,636853000,VND,CASA0001304 2024-01-01 09:00:00,VNC: 0278995674,CASA0001304,inn
525,CASA0001304,2024-01-01 12:05:00,636853000,0,8125000,628728000,VND,CASA0001304 2024-01-01 12:05:00.001,CASA0001304,VNC: 0278995600,inn
526,CASA0001304,2024-01-02 10:00:00,628728000,0,2150000,626578000,VND,CASA0001304 2024-01-02 10:00:00,CASA0001304,BID - NAPAS: 8752777745,out
527,CASA0001304,2024-01-03 11:00:00,626578000,22000000,0,648578000,VND,CASA0001304 2024-01-03 11:00:00,VNC: 0278995611,CASA0001304,inn
528,CASA0001304,2024-01-04 12:00:00,648578000,0,41000000,607578000,VND,CASA0001304 2024-01-04 12:00:00,CASA0001304,TCB - NAPAS: 9997654357,out
529,CASA0001304,2024-01-05 09:00:00,607578000,0,525000000,82578000,VND,Tra luong thang: 1,CASA0001304,VNC: 0278995611,inn
530,CASA0001304,2024-01-06 14:00:00,82578000,0,23000000,59578000,VND,CASA0001304 2024-01-06 14:00:00,CASA0001304,TCB - NAPAS: 9997654311,out
531,CASA0001304,2024-01-06 15:00:00,59578000,170000000,0,229578000,VND,CASA0001304 2024-01-07 15:00:00,VNC: 0278995611,CASA0001304,inn
532,CASA0001304,2024-01-09 10:00:00,229578000,0,75000000,154578000,VND,CASA0001304 2024-01-08 10:00:00,CASA0001304,VNC: 0278995600,inn
533,CASA0001304,2024-01-09 11:00:00,154578000,133000000,0,287578000,VND,CASA0001304 2024-01-09 11:00:00,VNC: 0278995349,CASA0001304,inn
534,CASA0001304,2024-01-10 09:00:00,287578000,0,33000000,254578000,VND,THANH TOAN CKNAPAS,CASA0001304,BID - NAPAS: 8752666742,out
535,CASA0001304,2024-01-10 10:00:00,254578000,0,3561580,251016420,VND,THANH TOAN CKNAPAS,CASA0001304,BID - NAPAS: 8752666742,out
536,CASA0001304,2024-01-11 09:00:00,251016420,15000000,0,266016420,VND,CASA0001304 2024-01-11 09:00:00,VNC: 0278995611,CASA0001304,inn
537,CASA0001304,2024-01-11 13:55:00,266016420,0,2573545,263442875,VND,Tra tien NGUYEN VAT LIEU,CASA0001304,TCB - NAPAS: 9997654310,out
538,CASA0001304,2024-01-12 10:00:00,263442875,0,11200000,252242875,VND,CASA0001304 2024-01-12 10:00:00,CASA0001304,TCB - NAPAS: 9997654310,out
539,CASA0001304,2024-01-13 11:00:00,252242875,183800000,0,436042875,VND,CASA0001304 2024-01-13 11:00:00,VNC: 0278995349,CASA0001304,inn
540,CASA0001304,2024-01-14 12:00:00,436042875,0,1000000,435042875,VND,CASA0001304 2024-01-14 12:00:00,CASA0001304,BID - NAPAS: 8752777742,out
541,CASA0001304,2024-01-15 09:00:00,435042875,234412452,0,669455327,VND,CASA0001304 2024-01-15 09:00:00,VNC: 0278995349,CASA0001304,inn
542,CASA0001304,2024-01-15 09:00:00,669455327,0,108951734,560503593,VND,tra tien vay ngan hang,CASA0001304,VNC:79302003,inn
543,CASA0001304,2024-01-15 09:00:00,560503593,0,12000000,548503593,VND,CASA0001304 2024-01-16 10:00:00,CASA0001304,BID - NAPAS: 8752777742,out
544,CASA0001304,2024-01-17 11:00:00,548503593,310000000,0,858503593,VND,CASA0001304 2024-01-17 11:00:00,TCB - NAPAS: 9997654333,CASA0001304,out
545,CASA0001304,2024-01-17 12:00:00,858503593,0,760000,857743593,VND,CASA0001304 2024-01-18 12:00:00,CASA0001304,TCB - NAPAS: 9997654311,out
546,CASA0001304,2024-01-20 09:00:00,857743593,27000000,0,884743593,VND,CASA0001304 2024-01-19 09:00:00,TCB - NAPAS: 9990654311,CASA0001304,out
547,CASA0001304,2024-01-20 10:00:00,884743593,0,2150000,882593593,VND,CASA0001304 2024-01-20 10:00:00,CASA0001304,VNC: 0278995600,inn
548,CASA0001304,2024-01-21 11:00:00,882593593,6000000,0,888593593,VND,CASA0001304 2024-01-21 11:00:00,VNC: 0278995600,CASA0001304,inn
549,CASA0001304,2024-01-22 12:00:00,888593593,0,2350000,886243593,VND,CASA0001304 2024-01-22 12:00:00,CASA0001304,VCB - NAPAS: 1238074732,out
550,CASA0001304,2024-01-23 09:00:00,886243593,31200000,0,917443593,VND,CASA0001304 2024-01-23 09:00:00,TCB - NAPAS: 9997654333,CASA0001304,out
551,CASA0001304,2024-02-01 10:00:00,917443593,0,11300000,906143593,VND,CASA0001304 2024-02-01 10:00:00,CASA0001304,BID - NAPAS: 7812345666,out
552,CASA0001304,2024-02-02 11:00:00,906143593,18250000,0,924393593,VND,CASA0001304 2024-02-02 11:00:00,VNC: 0278995345,CASA0001304,inn
553,CASA0001304,2024-02-03 12:00:00,924393593,0,5100000,919293593,VND,CASA0001304 2024-02-03 12:00:00,CASA0001304,VCB - NAPAS: 1238074746,out
554,CASA0001304,2024-02-03 15:00:00,919293593,25000000,0,944293593,VND,DAT COC HOP DONG,BID - NAPAS: 8752666813,CASA0001304,out
555,CASA0001304,2024-02-03 17:30:00,944293593,0,14250000,930043593,VND,THANH TOAN TIEN THUE NHA,CASA0001304,BID - NAPAS: 8752666885,out
556,CASA0001304,2024-02-04 18:35:20,930043593,0,270000,929773593,VND,THANH TOAN TIEN THUE ,CASA0001304,VCB - NAPAS: 1238074746,out
557,CASA0001304,2024-02-05 09:00:00,929773593,61500000,0,991273593,VND,TIEN DAT COC,VNC: 0278995699,CASA0001304,inn
558,CASA0001304,2024-02-05 10:00:00,991273593,0,525000000,466273593,VND,TIEN LUONG THANG 2,CASA0001304,VNC: 0278995611,inn
559,CASA0001304,2024-02-05 14:00:00,466273593,200000000,0,666273593,VND,NOP TIEN MAT,,CASA0001304,inn
560,CASA0001304,2024-02-05 17:30:00,666273593,0,13850000,652423593,VND,THANH TOAN TIEN AN,CASA0001304,BID - NAPAS: 8752666841,out
561,CASA0001304,2024-02-12 14:00:00,652423593,0,3760000,648663593,VND,THANH TOAN TIEN THUE XE,CASA0001304,BID - NAPAS: 8752666885,out
562,CASA0001304,2024-02-12 15:00:00,648663593,0,3000000,645663593,VND,THANH TOAN CKNAPAS,CASA0001304,MBB - NAPAS: 8752666742,out
563,CASA0001304,2024-02-12 15:00:00,645663593,0,312554,645351039,VND,THANH TOAN CKNAPAS,CASA0001304,BID - NAPAS: 8752666742,out
564,CASA0001304,2024-02-14 12:00:00,645351039,215000000,0,860351039,VND,KHACH TRA NO,VNC: 0278995699,CASA0001304,inn
565,CASA0001304,2024-02-15 09:00:00,860351039,0,350000,860001039,VND,CASA0001304 2024-02-15 09:00:00,CASA0001304,TCB - NAPAS: 9997654311,out
566,CASA0001304,2024-02-15 09:00:00,860001039,0,107834118,752166921,VND,tra tien vay ngan hang,CASA0001304,VNC:79302003,inn
567,CASA0001304,2024-02-15 09:00:00,752166921,5400000,0,757566921,VND,CASA0001304 2024-02-16 10:00:00,BID - NAPAS: 8752666715,CASA0001304,out
568,CASA0001304,2024-02-17 11:00:00,757566921,0,122000000,635566921,VND,CASA0001304 2024-02-17 11:00:00,CASA0001304,TCB - NAPAS: 9997654343,out
569,CASA0001304,2024-02-18 12:00:00,635566921,33000000,0,668566921,VND,CASA0001304 2024-02-18 12:00:00,VNC: 0278995699,CASA0001304,inn
570,CASA0001304,2024-02-21 11:00:00,668566921,0,237000000,431566921,VND,CASA0001304 2024-02-21 11:00:00,CASA0001304,VNC: 0278995699,inn
571,CASA0001304,2024-02-21 12:00:00,431566921,43500000,0,475066921,VND,CASA0001304 2024-02-22 12:00:00,VNC: 0278995699,CASA0001304,inn
572,CASA0001304,2024-02-21 12:00:00,475066921,0,53500500,421566421,VND,CASA0001304 2024-02-23 09:00:00,CASA0001304,TCB - NAPAS: 9997654343,out
573,CASA0001304,2024-02-21 12:00:00,421566421,50000023,0,471566444,VND,CASA0001304 2024-02-24 10:00:00,BID - NAPAS: 8752666772,CASA0001304,out
574,CASA0001304,2024-02-21 12:00:00,471566444,2800000,0,474366444,VND,CASA0001304 2024-03-01 11:00:00,VNC: 0278995349,CASA0001304,inn
575,CASA0001304,2024-02-22 12:00:00,474366444,0,150040000,324326444,VND,RUT TIEN MAT,CASA0001304,,inn
576,CASA0001304,2024-03-03 09:00:00,324326444,525055000,0,849381444,VND,CASA0001304 2024-03-03 09:00:00,VNC: 0278995349,CASA0001304,inn
577,CASA0001304,2024-03-04 10:00:00,849381444,0,350000,849031444,VND,CASA0001304 2024-03-04 10:00:00,CASA0001304,TCB - NAPAS: 9997654959,out
578,CASA0001304,2024-03-04 12:00:00,849031444,0,525000000,324031444,VND,Tra luong thang :3,CASA0001304,VNC: 0278995611,inn
579,CASA0001304,2024-03-06 11:00:00,324031444,0,300000000,24031444,VND,RUT TIEN MAT,CASA0001304,,inn
580,CASA0001304,2024-03-07 12:00:00,24031444,313070000,0,337101444,VND,CASA0001304 2024-03-07 12:00:00,BID - NAPAS: 7812345668,CASA0001304,out
581,CASA0001304,2024-03-08 09:00:00,337101444,0,300000,336801444,VND,CASA0001304 2024-03-08 09:00:00,CASA0001304,TCB - NAPAS: 9997654347,out
582,CASA0001304,2024-03-08 09:00:00,336801444,14200000,0,351001444,VND,CASA0001304 2024-03-09 10:00:00,VNC: 0278995199,CASA0001304,inn
583,CASA0001304,2024-03-08 09:00:00,351001444,0,30000005,321001439,VND,THANH TOAN CKNAPAS,CASA0001304,BID - NAPAS: 8752666742,out
584,CASA0001304,2024-03-10 12:00:00,321001439,0,32000047,289001392,VND,THANH TOAN CKNAPAS,CASA0001304,BID - NAPAS: 8752666742,out
585,CASA0001304,2024-03-10 12:00:00,289001392,65100000,0,354101392,VND,CASA0001304 2024-03-11 09:00:00,VNC: 0278995178,CASA0001304,inn
586,CASA0001304,2024-03-11 10:00:00,354101392,12000000,0,366101392,VND,CASA0001304 2024-03-12 10:00:00,VNC: 0278995349,CASA0001304,inn
587,CASA0001304,2024-03-11 11:00:00,366101392,0,82500000,283601392,VND,CASA0001304 2024-03-13 11:00:00,CASA0001304,TCB - NAPAS: 9997654343,out
588,CASA0001304,2024-03-11 11:00:00,283601392,35000074,0,318601466,VND,CASA0001304 2024-03-14 12:00:00,VNC: 0278995178,CASA0001304,inn
589,CASA0001304,2024-03-15 09:00:00,318601466,0,56300000,262301466,VND,CASA0001304 2024-03-15 09:00:00,CASA0001304,BID - NAPAS: 7812345666,out
590,CASA0001304,2024-03-15 10:00:00,262301466,145000000,0,407301466,VND,CASA0001304 2024-03-16 10:00:00,VNC: 0278995175,CASA0001304,inn
591,CASA0001304,2024-03-15 10:00:00,407301466,0,105747902,301553564,VND,tra tien vay ngan hang,CASA0001304,VNC:79302003,inn
592,CASA0001304,2024-03-15 10:00:00,301553564,0,12000000,289553564,VND,RUT TIEN MAT,CASA0001304,,inn
593,CASA0001304,2024-03-25 10:00:00,289553564,0,253000,289300564,VND,CASA0001304 2024-01-24 10:00:00,CASA0001304,VCB - NAPAS: 1238074732,out
594,CASA0001304,2024-03-25 11:00:00,289300564,31500000,0,320800564,VND,CASA0001304 2024-01-25 11:00:00,TCB - NAPAS: 9997654333,CASA0001304,out
595,CASA0001304,2024-03-25 11:00:00,320800564,0,3000000,317800564,VND,CASA0001304 2024-01-26 12:00:00,CASA0001304,BID - NAPAS: 8752667841,out
596,CASA0001304,2024-03-27 09:00:00,317800564,50000044,0,367800608,VND,CASA0001304 2024-01-27 09:00:00,VNC: 0278995349,CASA0001304,inn
597,CASA0001304,2024-03-27 09:00:00,367800608,0,25000000,342800608,VND,CASA0001304 2024-01-28 10:00:00,CASA0001304,TCB - NAPAS: 9997654311,out
598,CASA0001304,2024-03-28 10:00:00,342800608,41100000,0,383900608,VND,CASA0001304 2024-01-29 11:00:00,BID - NAPAS: 8752667841,CASA0001304,out
599,CASA0001304,2024-03-28 10:00:00,383900608,0,115000000,268900608,VND,RUT TIEN MAT,CASA0001304,,inn
600,CASA0001304,2024-03-31 09:00:00,268900608,50000014,0,318900622,VND,CASA0001304 2024-01-31 09:00:00,VNC: 0278995349,CASA0001304,inn
601,CASA0001951,2024-01-01 09:00:00,1105478654,815000000,0,1920478654,VND,CASA0001951 2024-01-01 09:00:00,VNC: 0278995674,CASA0001951,inn
602,CASA0001951,2024-01-01 12:05:00,1920478654,0,99125000,1821353654,VND,CASA0001951 2024-01-01 12:05:00.001,CASA0001951,VNC: 0278995600,inn
603,CASA0001951,2024-01-02 10:00:00,1821353654,0,72150000,1749203654,VND,CASA0001951 2024-01-02 10:00:00,CASA0001951,ACB - NAPAS: 8752777745,out
604,CASA0001951,2024-01-03 11:00:00,1749203654,220070000,0,1969273654,VND,CASA0001951 2024-01-03 11:00:00,VNC: 0278995611,CASA0001951,inn
605,CASA0001951,2024-01-04 12:00:00,1969273654,0,141000000,1828273654,VND,CASA0001951 2024-01-04 12:00:00,CASA0001951,LPB - NAPAS: 9997654357,out
606,CASA0001951,2024-01-05 09:00:00,1828273654,0,142254000,1686019654,VND,Tra luong thang: 1,CASA0001951,VNC: 0278995674,inn
607,CASA0001951,2024-01-05 09:00:00,1686019654,0,423000000,1263019654,VND,CASA0001951 2024-01-06 14:00:00,CASA0001951,LPB - NAPAS: 9997654311,out
608,CASA0001951,2024-01-05 09:00:00,1263019654,570000000,0,1833019654,VND,CASA0001951 2024-01-07 15:00:00,VNC: 0278995611,CASA0001951,inn
609,CASA0001951,2024-01-05 09:00:00,1833019654,0,75000000,1758019654,VND,CASA0001951 2024-01-08 10:00:00,CASA0001951,VNC: 0278995600,inn
610,CASA0001951,2024-01-09 11:00:00,1758019654,963000000,0,2721019654,VND,CASA0001951 2024-01-09 11:00:00,VNC: 0278995349,CASA0001951,inn
611,CASA0001951,2024-01-10 09:00:00,2721019654,0,83000000,2638019654,VND,THANH TOAN CKNAPAS,CASA0001951,ACB - NAPAS: 8752666742,out
612,CASA0001951,2024-01-10 10:00:00,2638019654,0,43561580,2594458074,VND,THANH TOAN CKNAPAS,CASA0001951,ACB - NAPAS: 8752666742,out
613,CASA0001951,2024-01-11 09:00:00,2594458074,150000000,0,2744458074,VND,CASA0001951 2024-01-11 09:00:00,VNC: 0278995611,CASA0001951,inn
614,CASA0001951,2024-01-11 13:55:00,2744458074,0,25735450,2718722624,VND,Tra tien NGUYEN VAT LIEU,CASA0001951,LPB - NAPAS: 9997654310,out
615,CASA0001951,2024-01-11 13:55:00,2718722624,234412458,0,2953135082,VND,CASA0001951 2024-01-15 09:00:00,VNC: 0278995349,CASA0001951,inn
616,CASA0001951,2024-01-11 13:55:00,2953135082,0,172000000,2781135082,VND,CASA0001951 2024-01-16 10:00:00,CASA0001951,ACB - NAPAS: 8752777742,out
617,CASA0001951,2024-01-17 11:00:00,2781135082,100000000,0,2881135082,VND,CASA0001951 2024-01-17 11:00:00,LPB - NAPAS: 9997654333,CASA0001951,out
618,CASA0001951,2024-01-17 12:00:00,2881135082,0,7600000,2873535082,VND,CASA0001951 2024-01-18 12:00:00,CASA0001951,LPB - NAPAS: 9997654311,out
619,CASA0001951,2024-01-20 09:00:00,2873535082,127000000,0,3000535082,VND,CASA0001951 2024-01-19 09:00:00,LPB - NAPAS: 9990654311,CASA0001951,out
620,CASA0001951,2024-01-20 10:00:00,3000535082,0,21500000,2979035082,VND,CASA0001951 2024-01-20 10:00:00,CASA0001951,VNC: 0278995600,inn
621,CASA0001951,2024-01-21 11:00:00,2979035082,600000000,0,3579035082,VND,CASA0001951 2024-01-21 11:00:00,VNC: 0278995600,CASA0001951,inn
622,CASA0001951,2024-01-22 12:00:00,3579035082,0,235000000,3344035082,VND,CASA0001951 2024-01-22 12:00:00,CASA0001951,VCB - NAPAS: 1238074732,out
623,CASA0001951,2024-01-23 09:00:00,3344035082,731200000,0,4075235082,VND,CASA0001951 2024-01-23 09:00:00,LPB - NAPAS: 9997654333,CASA0001951,out
624,CASA0001951,2024-01-23 14:00:00,4075235082,20000000000,0,24075235082,VND,NOP TIEN MAT,,CASA0001951,inn
625,CASA0001951,2024-01-24 09:00:00,24075235082,0,16605060883,7470174199,VND,tra tien vay ngan hang,CASA0001951,VNC:79302003,inn
626,CASA0001951,2024-01-24 09:00:00,7470174199,0,511300000,6958874199,VND,CASA0001951 2024-02-01 10:00:00,CASA0001951,ACB - NAPAS: 7812345666,out
627,CASA0001951,2024-01-24 09:00:00,6958874199,68250000,0,7027124199,VND,CASA0001951 2024-02-02 11:00:00,VNC: 0278995345,CASA0001951,inn
628,CASA0001951,2024-01-24 19:00:00,7027124199,0,51000000,6976124199,VND,CASA0001951 2024-02-03 12:00:00,CASA0001951,VCB - NAPAS: 1238074746,out
629,CASA0001951,2024-02-03 15:00:00,6976124199,125000000,0,7101124199,VND,DAT COC HOP DONG,ACB - NAPAS: 8752666813,CASA0001951,out
630,CASA0001951,2024-02-03 17:30:00,7101124199,0,614250000,6486874199,VND,THANH TOAN TIEN THUE NHA,CASA0001951,ACB - NAPAS: 8752666885,out
631,CASA0001951,2024-02-04 18:35:20,6486874199,0,77270000,6409604199,VND,THANH TOAN TIEN THUE ,CASA0001951,VCB - NAPAS: 1238074746,out
632,CASA0001951,2024-02-05 09:00:00,6409604199,61500000,0,6471104199,VND,TIEN DAT COC,VNC: 0278995699,CASA0001951,inn
633,CASA0001951,2024-02-05 10:00:00,6471104199,0,142254000,6328850199,VND,TIEN LUONG THANG 2,CASA0001951,VNC: 0278995674,inn
634,CASA0001951,2024-02-05 14:00:00,6328850199,2200000000,0,8528850199,VND,NOP TIEN MAT,,CASA0001951,inn
635,CASA0001951,2024-02-05 17:30:00,8528850199,0,138500000,8390350199,VND,THANH TOAN TIEN AN,CASA0001951,ACB - NAPAS: 8752666841,out
636,CASA0001951,2024-02-12 14:00:00,8390350199,0,73760000,8316590199,VND,THANH TOAN TIEN THUE XE,CASA0001951,ACB - NAPAS: 8752666885,out
637,CASA0001951,2024-02-12 15:00:00,8316590199,0,853000000,7463590199,VND,THANH TOAN CKNAPAS,CASA0001951,ACB - NAPAS: 8752666742,out
638,CASA0001951,2024-02-12 15:00:00,7463590199,0,312554,7463277645,VND,THANH TOAN CKNAPAS,CASA0001951,ACB - NAPAS: 8752666742,out
639,CASA0001951,2024-02-14 12:00:00,7463277645,2215000000,0,9678277645,VND,KHACH TRA NO,VNC: 0278995699,CASA0001951,inn
640,CASA0001951,2024-02-15 09:00:00,9678277645,0,18350000,9659927645,VND,CASA0001951 2024-02-15 09:00:00,CASA0001951,LPB - NAPAS: 9997654311,out
641,CASA0001951,2024-02-21 10:00:00,9659927645,200000000,0,9859927645,VND,CASA0001951 2024-02-20 10:00:00,VNC: 0278995699,CASA0001951,inn
642,CASA0001951,2024-02-21 11:00:00,9859927645,0,3700000,9856227645,VND,CASA0001951 2024-02-21 11:00:00,CASA0001951,VNC: 0278995699,inn
643,CASA0001951,2024-02-21 12:00:00,9856227645,450000000,0,10306227645,VND,CASA0001951 2024-02-22 12:00:00,VNC: 0278995699,CASA0001951,inn
644,CASA0001951,2024-02-23 09:00:00,10306227645,0,350050000,9956177645,VND,CASA0001951 2024-02-23 09:00:00,CASA0001951,LPB - NAPAS: 9997654343,out
645,CASA0001951,2024-02-24 10:00:00,9956177645,14877500000,0,24833677645,VND,CASA0001951 2024-02-24 10:00:00,ACB - NAPAS: 8752666772,CASA0001951,out
646,CASA0001951,2024-02-24 12:00:00,24833677645,0,16415449011,8418228634,VND,tra tien vay ngan hang,CASA0001951,VNC:79302003,inn
647,CASA0001951,2024-03-01 11:00:00,8418228634,28000000,0,8446228634,VND,CASA0001951 2024-03-01 11:00:00,VNC: 0278995349,CASA0001951,inn
648,CASA0001951,2024-03-02 12:00:00,8446228634,0,150040000,8296188634,VND,RUT TIEN MAT,CASA0001951,,inn
649,CASA0001951,2024-03-03 09:00:00,8296188634,5250550000,0,13546738634,VND,CASA0001951 2024-03-03 09:00:00,VNC: 0278995349,CASA0001951,inn
650,CASA0001951,2024-03-04 10:00:00,13546738634,0,3500000,13543238634,VND,CASA0001951 2024-03-04 10:00:00,CASA0001951,LPB - NAPAS: 9997654959,out
651,CASA0001951,2024-03-04 12:00:00,13543238634,0,1422540000,12120698634,VND,Tra luong thang :3,CASA0001951,VNC: 0278995674,inn
652,CASA0001951,2024-03-04 12:00:00,12120698634,0,4200000000,7920698634,VND,RUT TIEN MAT,CASA0001951,,inn
653,CASA0001951,2024-03-04 12:00:00,7920698634,13070000,0,7933768634,VND,CASA0001951 2024-03-07 12:00:00,ACB - NAPAS: 7812345668,CASA0001951,out
654,CASA0001951,2024-03-04 12:00:00,7933768634,0,300000,7933468634,VND,CASA0001951 2024-03-08 09:00:00,CASA0001951,LPB - NAPAS: 9997654347,out
655,CASA0001951,2024-03-08 10:00:00,7933468634,524200000,0,8457668634,VND,CASA0001951 2024-03-09 10:00:00,VNC: 0278995199,CASA0001951,inn
