ID,MA_TAIKHOAN_THANHTOAN,THOIGIAN_GIAODICH,SODU_BANDAU,SOTIEN_TANG,SOTIEN_GIAM,SODU_SAU,LOAITIEN,GHICHU,TAIKHOAN_GUI,TAIKHOAN_NHAN,LOAI_CHUYENKHOAN
180,CASA0007221,2024-01-02 10:00:00,1885000,0,150000,1735000,VND,CASA0007221 2024-01-02 10:00:00,CASA0007221,VPB - NAPAS: 8752777745,out
181,CASA0007221,2024-01-03 11:00:00,1735000,20000000,0,21735000,VND,CASA0007221 2024-01-03 11:00:00,VNC: 0278995611,CASA0007221,inn
182,CASA0007221,2024-01-04 12:00:00,21735000,0,100000,21635000,VND,CASA0007221 2024-01-04 12:00:00,CASA0007221,BID - NAPAS: 9997654357,out
183,CASA0007221,2024-01-05 09:00:00,21635000,13500000,0,35135000,VND,Tra luong thang: 1,VNC: 0278995699,CASA0007221,inn
184,CASA0007221,2024-01-05 09:00:00,35135000,0,18991629,16143371,VND,Tra tien vay,CASA0007221,VNC:1302006,inn
185,CASA0007221,2024-01-06 14:00:00,16143371,0,300000,15843371,VND,CASA0007221 2024-01-06 14:00:00,CASA0007221,BID - NAPAS: 9997654311,out
186,CASA0007221,2024-01-06 15:00:00,15843371,700000,0,16543371,VND,CASA0007221 2024-01-07 15:00:00,VNC: 0278995611,CASA0007221,inn
187,CASA0007221,2024-01-09 10:00:00,16543371,0,750000,15793371,VND,CASA0007221 2024-01-08 10:00:00,CASA0007221,VNC: 0278995600,inn
188,CASA0007221,2024-01-10 09:02:00,15793371,0,3000000,12793371,VND,GIUP VIEC,CASA0007221,VPB - NAPAS: 8752666742,out
189,CASA0007221,2024-01-10 10:00:00,12793371,0,356158,12437213,VND,Tra tien dien nuoc,CASA0007221,VPB - NAPAS: 8752666742,out
190,CASA0007221,2024-01-11 09:00:00,12437213,500000,0,12937213,VND,CASA0007221 2024-01-11 09:00:00,VNC: 0278995611,CASA0007221,inn
191,CASA0007221,2024-01-12 10:00:00,12937213,0,200000,12737213,VND,CASA0007221 2024-01-12 10:00:00,CASA0007221,BID - NAPAS: 9997654310,out
192,CASA0007221,2024-01-13 11:00:00,12737213,800000,0,13537213,VND,CASA0007221 2024-01-13 11:00:00,VNC: 0278995349,CASA0007221,inn
193,CASA0007221,2024-01-14 12:00:00,13537213,0,100000,13437213,VND,CASA0007221 2024-01-14 12:00:00,CASA0007221,VPB - NAPAS: 8752777742,out
194,CASA0007221,2024-01-15 09:00:00,13437213,412452,0,13849665,VND,CASA0007221 2024-01-15 09:00:00,VNC: 0278995349,CASA0007221,inn
195,CASA0007221,2024-01-16 10:00:00,13849665,0,1200000,12649665,VND,CASA0007221 2024-01-16 10:00:00,CASA0007221,VPB - NAPAS: 8752777742,out
196,CASA0007221,2024-01-17 11:00:00,12649665,1000000,0,13649665,VND,CASA0007221 2024-01-17 11:00:00,AGR - NAPAS: 9997654333,CASA0007221,out
197,CASA0007221,2024-01-17 12:00:00,13649665,0,500000,13149665,VND,CASA0007221 2024-01-18 12:00:00,CASA0007221,BID - NAPAS: 9997654311,out
198,CASA0007221,2024-01-20 09:00:00,13149665,700000,0,13849665,VND,CASA0007221 2024-01-19 09:00:00,AGR - NAPAS: 9990654311,CASA0007221,out
199,CASA0007221,2024-01-20 10:00:00,13849665,0,250000,13599665,VND,CASA0007221 2024-01-20 10:00:00,CASA0007221,VNC: 0278995600,inn
200,CASA0007221,2024-01-21 11:00:00,13599665,600000,0,14199665,VND,CASA0007221 2024-01-21 11:00:00,VNC: 0278995600,CASA0007221,inn
201,CASA0007221,2024-01-22 12:00:00,14199665,0,350000,13849665,VND,CASA0007221 2024-01-22 12:00:00,CASA0007221,EIB - NAPAS: 1238074732,out
202,CASA0007221,2024-01-23 09:00:00,13849665,312000,0,14161665,VND,CASA0007221 2024-01-23 09:00:00,AGR - NAPAS: 9997654333,CASA0007221,out
203,CASA0007221,2024-01-25 10:00:00,14161665,0,253000,13908665,VND,CASA0007221 2024-01-24 10:00:00,CASA0007221,EIB - NAPAS: 1238074732,out
204,CASA0007221,2024-01-25 11:00:00,13908665,150000,0,14058665,VND,CASA0007221 2024-01-25 11:00:00,AGR - NAPAS: 9997654333,CASA0007221,out
205,CASA0007221,2024-01-25 12:00:00,14058665,0,300000,13758665,VND,CASA0007221 2024-01-26 12:00:00,CASA0007221,VPB - NAPAS: 8752667841,out
206,CASA0007221,2024-01-28 10:00:00,13758665,0,250000,13508665,VND,CASA0007221 2024-01-28 10:00:00,CASA0007221,BID - NAPAS: 9997654311,out
207,CASA0007221,2024-01-29 11:00:00,13508665,411000,0,13919665,VND,CASA0007221 2024-01-29 11:00:00,VCB - NAPAS: 8752667841,CASA0007221,out
208,CASA0007221,2024-01-30 12:00:00,13919665,0,1500000,12419665,VND,RUT TIEN MAT,CASA0007221,,inn
209,CASA0007221,2024-01-31 09:00:00,12419665,500000,0,12919665,VND,CASA0007221 2024-01-31 09:00:00,VNC: 0278995349,CASA0007221,inn
210,CASA0007221,2024-02-01 10:00:00,12919665,0,300000,12619665,VND,CASA0007221 2024-02-01 10:00:00,CASA0007221,ACB - NAPAS: 7812345666,out
211,CASA0007221,2024-02-03 12:00:00,12619665,0,500000,12119665,VND,CASA0007221 2024-02-03 12:00:00,CASA0007221,EIB - NAPAS: 1238074746,out
212,CASA0007221,2024-02-03 15:00:00,12119665,15000000,0,27119665,VND,Tra no,VCB - NAPAS: 8752666813,CASA0007221,out
213,CASA0007221,2024-02-03 17:30:00,27119665,0,4250000,22869665,VND,TRA TIEN,CASA0007221,VPB - NAPAS: 8752666885,out
214,CASA0007221,2024-02-04 18:35:20,22869665,0,2670000,20199665,VND,TRA TIEN THUC PHAM,CASA0007221,EIB - NAPAS: 1238074746,out
215,CASA0007221,2024-02-05 09:00:00,20199665,23500000,0,43699665,VND,Tra luong thang: 2,VNC: 0278995699,CASA0007221,inn
216,CASA0007221,2024-02-05 10:00:00,43699665,0,3712000,39987665,VND,Tra tien,CASA0007221,ACB - NAPAS: 7812345624,out
217,CASA0007221,2024-02-05 14:00:00,39987665,0,18875761,21111904,VND,Tra tien vay,CASA0007221,VNC:1302006,inn
218,CASA0007221,2024-02-05 17:30:00,21111904,0,13250000,7861904,VND,TRA TIEN hoc phi,CASA0007221,VPB - NAPAS: 8752666841,out
219,CASA0007221,2024-02-10 09:00:00,7861904,20000000,0,27861904,VND,TRA NO,VNC: 0278995699,CASA0007221,inn
220,CASA0007221,2024-02-10 10:00:00,27861904,0,300000,27561904,VND,Happy New Year,CASA0007221,ACB - NAPAS: 7812345666,out
221,CASA0007221,2024-02-10 13:00:00,27561904,300000,0,27861904,VND,Happy New Year,EIB - NAPAS: 1238074746,CASA0007221,out
222,CASA0007221,2024-02-11 10:00:00,27861904,500000,0,28361904,VND,Chuc mung nam moi!,EIB - NAPAS: 1238075746,CASA0007221,out
223,CASA0007221,2024-02-11 11:00:00,28361904,0,400000,27961904,VND,Happy New Year,CASA0007221,VNC: 0278995337,inn
224,CASA0007221,2024-02-11 12:00:00,27961904,200000,0,28161904,VND,Chuc mung nam moi!,VNC: 0278995349,CASA0007221,inn
225,CASA0007221,2024-02-11 13:00:00,28161904,0,1500000,26661904,VND,Mung tuoi,CASA0007221,BID - NAPAS: 9997654311,out
226,CASA0007221,2024-02-12 10:00:00,26661904,0,1000000,25661904,VND,Mung tuoi,CASA0007221,VPB - NAPAS: 8752620742,out
227,CASA0007221,2024-02-12 11:00:00,25661904,500000,0,26161904,VND,Chuc mung nam moi!,VNC: 0278990349,CASA0007221,inn
228,CASA0007221,2024-02-12 13:00:00,26161904,2500000,0,28661904,VND,Chuc mung nam moi!,AGR - NAPAS: 9997654511,CASA0007221,out
229,CASA0007221,2024-02-12 13:00:00,28661904,0,3760000,24901904,VND,THANH TOAN TIEN,CASA0007221,VPB - NAPAS: 8752666885,out
230,CASA0007221,2024-02-12 13:00:00,24901904,0,3000000,21901904,VND,GIUP VIEC,CASA0007221,VPB - NAPAS: 8752666742,out
231,CASA0007221,2024-02-12 13:00:00,21901904,0,312554,21589350,VND,Tra tien dien nuoc,CASA0007221,VPB - NAPAS: 8752666742,out
232,CASA0007221,2024-02-15 09:00:00,21589350,0,350000,21239350,VND,CASA0007221 2024-02-15 09:00:00,CASA0007221,BID - NAPAS: 9997654311,out
233,CASA0007221,2024-02-16 10:00:00,21239350,400000,0,21639350,VND,CASA0007221 2024-02-16 10:00:00,VCB - NAPAS: 8752666715,CASA0007221,out
234,CASA0007221,2024-02-17 11:00:00,21639350,0,200000,21439350,VND,CASA0007221 2024-02-17 11:00:00,CASA0007221,BID - NAPAS: 9997654343,out
235,CASA0007221,2024-02-18 12:00:00,21439350,300000,0,21739350,VND,CASA0007221 2024-02-18 12:00:00,VNC: 0278995699,CASA0007221,inn
236,CASA0007221,2024-02-19 09:00:00,21739350,0,250000,21489350,VND,CASA0007221 2024-02-19 09:00:00,CASA0007221,ACB - NAPAS: 7812345666,out
237,CASA0007221,2024-02-21 10:00:00,21489350,200000,0,21689350,VND,CASA0007221 2024-02-20 10:00:00,VNC: 0278995699,CASA0007221,inn
238,CASA0007221,2024-02-21 11:00:00,21689350,0,300000,21389350,VND,CASA0007221 2024-02-21 11:00:00,CASA0007221,VNC: 0278995699,inn
239,CASA0007221,2024-02-23 09:00:00,21389350,0,350000,21039350,VND,CASA0007221 2024-02-23 09:00:00,CASA0007221,BID - NAPAS: 9997654343,out
240,CASA0007221,2024-02-24 10:00:00,21039350,500000,0,21539350,VND,CASA0007221 2024-02-24 10:00:00,VCB - NAPAS: 8752666772,CASA0007221,out
241,CASA0007221,2024-03-01 11:00:00,21539350,2800000,0,24339350,VND,CASA0007221 2024-03-01 11:00:00,VNC: 0278995349,CASA0007221,inn
242,CASA0007221,2024-03-03 09:00:00,24339350,2500000,0,26839350,VND,CASA0007221 2024-03-03 09:00:00,VNC: 0278995349,CASA0007221,inn
243,CASA0007221,2024-03-04 10:00:00,26839350,0,350000,26489350,VND,CASA0007221 2024-03-04 10:00:00,CASA0007221,BID - NAPAS: 9997654959,out
244,CASA0007221,2024-03-04 12:00:00,26489350,13547000,0,40036350,VND,Tra luong thang :3,VNC: 0278995699,CASA0007221,inn
245,CASA0007221,2024-03-04 15:00:00,40036350,0,18157382,21878968,VND,Tra tien vay,CASA0007221,VNC:1302006,inn
246,CASA0007221,2024-03-06 11:00:00,21878968,0,1500000,20378968,VND,RUT TIEN MAT,CASA0007221,,inn
247,CASA0007221,2024-03-07 12:00:00,20378968,300000,0,20678968,VND,CASA0007221 2024-03-07 12:00:00,ACB - NAPAS: 7812345668,CASA0007221,out
248,CASA0007221,2024-03-08 09:00:00,20678968,0,300000,20378968,VND,CASA0007221 2024-03-08 09:00:00,CASA0007221,BID - NAPAS: 9997654347,out
249,CASA0007221,2024-03-08 10:00:00,20378968,2400000,0,22778968,VND,CASA0007221 2024-03-09 10:00:00,VNC: 0278995199,CASA0007221,inn
250,CASA0007221,2024-03-10 11:00:00,22778968,0,1000000,21778968,VND,TRONG XE,CASA0007221,VPB - NAPAS: 8752666742,out
251,CASA0007221,2024-03-10 12:00:00,21778968,0,320000,21458968,VND,Tra tien dien nuoc,CASA0007221,VPB - NAPAS: 8752666742,out
252,CASA0007221,2024-03-11 09:00:00,21458968,500000,0,21958968,VND,CASA0007221 2024-03-11 09:00:00,VNC: 0278995178,CASA0007221,inn
253,CASA0007221,2024-03-11 10:00:00,21958968,200000,0,22158968,VND,CASA0007221 2024-03-12 10:00:00,VNC: 0278995349,CASA0007221,inn
254,CASA0007221,2024-03-11 11:00:00,22158968,0,1500000,20658968,VND,CASA0007221 2024-03-13 11:00:00,CASA0007221,BID - NAPAS: 9997654343,out
255,CASA0007221,2024-03-14 12:00:00,20658968,350000,0,21008968,VND,CASA0007221 2024-03-14 12:00:00,VNC: 0278995178,CASA0007221,inn
256,CASA0007221,2024-03-15 09:00:00,21008968,0,300000,20708968,VND,CASA0007221 2024-03-15 09:00:00,CASA0007221,ACB - NAPAS: 7812345666,out
257,CASA0007221,2024-03-15 10:00:00,20708968,4250000,0,24958968,VND,CASA0007221 2024-03-16 10:00:00,VNC: 0278995175,CASA0007221,inn
258,CASA0007221,2024-03-17 11:00:00,24958968,0,2000000,22958968,VND,RUT TIEN MAT,CASA0007221,,inn
259,CASA0007221,2024-03-25 09:00:00,22958968,0,300000,22658968,VND,CASA0007221 2024-03-15 09:00:00,CASA0007221,ACB - NAPAS: 7812345666,out
260,CASA0007715,2024-01-01 09:00:00,14259666,500000,0,14759666,VND,CASA0007715 2024-01-01 09:00:00,VNC: 0278995674,CASA0007715,inn
261,CASA0007715,2024-01-01 12:05:00,14759666,0,125000,14634666,VND,CASA0007715 2024-01-01 12:05:00.001,CASA0007715,VNC: 0278995600,inn
262,CASA0007715,2024-01-02 10:00:00,14634666,0,150000,14484666,VND,CASA0007715 2024-01-02 10:00:00,CASA0007715,LPB - NAPAS: 8752777745,out
263,CASA0007715,2024-01-04 12:00:00,14484666,0,100000,14384666,VND,CASA0007715 2024-01-04 12:00:00,CASA0007715,VIB - NAPAS: 9997654357,out
264,CASA0007715,2024-01-05 09:00:00,14384666,55500000,0,69884666,VND,Tra luong thang: 1,VNC: 0278995699,CASA0007715,inn
265,CASA0007715,2024-01-06 14:00:00,69884666,0,300000,69584666,VND,CASA0007715 2024-01-06 14:00:00,CASA0007715,VIB - NAPAS: 9997654311,out
266,CASA0007715,2024-01-06 15:00:00,69584666,700000,0,70284666,VND,CASA0007715 2024-01-07 15:00:00,VNC: 0278995611,CASA0007715,inn
267,CASA0007715,2024-01-09 10:00:00,70284666,0,750000,69534666,VND,CASA0007715 2024-01-08 10:00:00,CASA0007715,VNC: 0278995600,inn
268,CASA0007715,2024-01-09 11:00:00,69534666,300000,0,69834666,VND,CASA0007715 2024-01-09 11:00:00,VNC: 0278995349,CASA0007715,inn
269,CASA0007715,2024-01-10 09:00:00,69834666,0,3000000,66834666,VND,Tra tien thue,CASA0007715,LPB - NAPAS: 8752666742,out
270,CASA0007715,2024-01-10 10:00:00,66834666,0,356158,66478508,VND,Tra tien,CASA0007715,LPB - NAPAS: 8752666742,out
271,CASA0007715,2024-01-11 09:00:00,66478508,500000,0,66978508,VND,CASA0007715 2024-01-11 09:00:00,VNC: 0278995611,CASA0007715,inn
272,CASA0007715,2024-01-11 13:55:00,66978508,0,2573545,64404963,VND,Tra tien thuc pham sieu thi,CASA0007715,VIB - NAPAS: 9997654310,out
273,CASA0007715,2024-01-12 10:00:00,64404963,0,200000,64204963,VND,CASA0007715 2024-01-12 10:00:00,CASA0007715,VIB - NAPAS: 9997654310,out
274,CASA0007715,2024-01-13 11:00:00,64204963,800000,0,65004963,VND,CASA0007715 2024-01-13 11:00:00,VNC: 0278995349,CASA0007715,inn
275,CASA0007715,2024-01-14 12:00:00,65004963,0,100000,64904963,VND,CASA0007715 2024-01-14 12:00:00,CASA0007715,LPB - NAPAS: 8752777742,out
276,CASA0007715,2024-01-15 09:00:00,64904963,412452,0,65317415,VND,CASA0007715 2024-01-15 09:00:00,VNC: 0278995349,CASA0007715,inn
277,CASA0007715,2024-01-16 10:00:00,65317415,0,1200000,64117415,VND,CASA0007715 2024-01-16 10:00:00,CASA0007715,LPB - NAPAS: 8752777742,out
278,CASA0007715,2024-01-17 11:00:00,64117415,1000000,0,65117415,VND,CASA0007715 2024-01-17 11:00:00,VIB - NAPAS: 9997654333,CASA0007715,out
279,CASA0007715,2024-01-17 12:00:00,65117415,0,500000,64617415,VND,CASA0007715 2024-01-18 12:00:00,CASA0007715,VIB - NAPAS: 9997654311,out
280,CASA0007715,2024-01-20 09:00:00,64617415,700000,0,65317415,VND,CASA0007715 2024-01-19 09:00:00,VIB - NAPAS: 9990654311,CASA0007715,out
281,CASA0007715,2024-01-20 10:00:00,65317415,0,250000,65067415,VND,CASA0007715 2024-01-20 10:00:00,CASA0007715,VNC: 0278995600,inn
282,CASA0007715,2024-01-22 12:00:00,65067415,0,350000,64717415,VND,CASA0007715 2024-01-22 12:00:00,CASA0007715,EIB - NAPAS: 1238074732,out
283,CASA0007715,2024-01-23 09:00:00,64717415,128000000,0,192717415,VND,CASA0007715 2024-01-23 09:00:00,VIB - NAPAS: 9997654333,CASA0007715,out
284,CASA0007715,2024-01-25 10:00:00,192717415,0,1253000,191464415,VND,CASA0007715 2024-01-24 10:00:00,CASA0007715,EIB - NAPAS: 1238074732,out
285,CASA0007715,2024-01-25 11:00:00,191464415,85000000,0,276464415,VND,CASA0007715 2024-01-25 11:00:00,VIB - NAPAS: 9997654333,CASA0007715,out
286,CASA0007715,2024-01-25 12:00:00,276464415,0,300000,276164415,VND,CASA0007715 2024-01-26 12:00:00,CASA0007715,LPB - NAPAS: 8752667841,out
287,CASA0007715,2024-01-26 12:00:00,276164415,0,210121062,66043353,VND,tra tien vay ngan hang,CASA0007715,VNC:79302001,inn
288,CASA0007715,2024-01-27 09:00:00,66043353,500000,0,66543353,VND,CASA0007715 2024-01-27 09:00:00,VNC: 0278995349,CASA0007715,inn
289,CASA0007715,2024-01-28 10:00:00,66543353,0,250000,66293353,VND,CASA0007715 2024-01-28 10:00:00,CASA0007715,VIB - NAPAS: 9997654311,out
290,CASA0007715,2024-01-29 11:00:00,66293353,411000,0,66704353,VND,CASA0007715 2024-01-29 11:00:00,LPB - NAPAS: 8752667841,CASA0007715,out
291,CASA0007715,2024-01-30 12:00:00,66704353,0,4500000,62204353,VND,RUT TIEN MAT,CASA0007715,,inn
292,CASA0007715,2024-01-31 09:00:00,62204353,500000,0,62704353,VND,CASA0007715 2024-01-31 09:00:00,VNC: 0278995349,CASA0007715,inn
293,CASA0007715,2024-02-01 10:00:00,62704353,0,30000000,32704353,VND,CASA0007715 2024-02-01 10:00:00,CASA0007715,KLB - NAPAS: 7812345666,out
294,CASA0007715,2024-02-02 11:00:00,32704353,250000,0,32954353,VND,CASA0007715 2024-02-02 11:00:00,VNC: 0278995345,CASA0007715,inn
295,CASA0007715,2024-02-03 12:00:00,32954353,0,500000,32454353,VND,CASA0007715 2024-02-03 12:00:00,CASA0007715,EIB - NAPAS: 1238074746,out
296,CASA0007715,2024-02-03 15:00:00,32454353,50000000,0,82454353,VND,Tra no,LPB - NAPAS: 8752666813,CASA0007715,out
297,CASA0007715,2024-02-03 17:30:00,82454353,0,4250000,78204353,VND,TRA TIEN ,CASA0007715,LPB - NAPAS: 8752666885,out
298,CASA0007715,2024-02-04 18:35:20,78204353,0,2670000,75534353,VND,TRA TIEN NO,CASA0007715,EIB - NAPAS: 1238074746,out
299,CASA0007715,2024-02-05 09:00:00,75534353,63500000,0,139034353,VND,Tra luong thang: 2,VNC: 0278995699,CASA0007715,inn
300,CASA0007715,2024-02-05 10:00:00,139034353,0,3712000,135322353,VND,Tra tien,CASA0007715,KLB - NAPAS: 7812345624,out
301,CASA0007715,2024-02-11 12:00:00,135322353,200000,0,135522353,VND,Chuc mung nam moi!,VNC: 0278995349,CASA0007715,inn
302,CASA0007715,2024-02-11 13:00:00,135522353,0,5000000,130522353,VND,Mung tuoi,CASA0007715,VIB - NAPAS: 9997654311,out
303,CASA0007715,2024-02-12 09:00:00,130522353,1300000,0,131822353,VND,Mung tuoi,VNC: 0278994349,CASA0007715,inn
304,CASA0007715,2024-02-12 10:00:00,131822353,0,1000000,130822353,VND,Mung tuoi,CASA0007715,LPB - NAPAS: 8752620742,out
305,CASA0007715,2024-02-12 11:00:00,130822353,4500000,0,135322353,VND,Chuc mung nam moi!,VNC: 0278990349,CASA0007715,inn
306,CASA0007715,2024-02-12 12:00:00,135322353,0,1000000,134322353,VND,Chuc mung nam moi!,CASA0007715,LPB - NAPAS: 8752600742,out
307,CASA0007715,2024-02-12 13:00:00,134322353,2500000,0,136822353,VND,Chuc mung nam moi!,VIB - NAPAS: 9997654511,CASA0007715,out
308,CASA0007715,2024-02-12 13:00:00,136822353,0,3760000,133062353,VND,THANH TOAN,CASA0007715,LPB - NAPAS: 8752666885,out
309,CASA0007715,2024-02-12 13:00:00,133062353,0,3000000,130062353,VND,Tra tien,CASA0007715,LPB - NAPAS: 8752666742,out
310,CASA0007715,2024-02-14 13:00:00,130062353,0,312554,129749799,VND,Tra tien,CASA0007715,LPB - NAPAS: 8752666742,out
311,CASA0007715,2024-02-15 09:00:00,129749799,0,350000,129399799,VND,CASA0007715 2024-02-15 09:00:00,CASA0007715,VIB - NAPAS: 9997654311,out
312,CASA0007715,2024-02-16 10:00:00,129399799,4000000,0,133399799,VND,CASA0007715 2024-02-16 10:00:00,LPB - NAPAS: 8752666715,CASA0007715,out
313,CASA0007715,2024-02-17 11:00:00,133399799,0,200000,133199799,VND,CASA0007715 2024-02-17 11:00:00,CASA0007715,VIB - NAPAS: 9997654343,out
314,CASA0007715,2024-02-18 12:00:00,133199799,3000000,0,136199799,VND,CASA0007715 2024-02-18 12:00:00,VNC: 0278995699,CASA0007715,inn
315,CASA0007715,2024-02-19 09:00:00,136199799,0,250000,135949799,VND,CASA0007715 2024-02-19 09:00:00,CASA0007715,KLB - NAPAS: 7812345666,out
316,CASA0007715,2024-02-21 10:00:00,135949799,2000000,0,137949799,VND,CASA0007715 2024-02-20 10:00:00,VNC: 0278995699,CASA0007715,inn
317,CASA0007715,2024-02-23 09:00:00,137949799,0,3500000,134449799,VND,CASA0007715 2024-02-23 09:00:00,CASA0007715,VIB - NAPAS: 9997654343,out
318,CASA0007715,2024-02-24 10:00:00,134449799,100000000,0,234449799,VND,CASA0007715 2024-02-24 10:00:00,LPB - NAPAS: 8752666772,CASA0007715,out
319,CASA0007715,2024-02-26 10:00:00,234449799,0,208635959,25813840,VND,tra tien vay ngan hang,CASA0007715,VNC:79302001,inn
320,CASA0007715,2024-03-01 11:00:00,25813840,2800000,0,28613840,VND,CASA0007715 2024-03-01 11:00:00,VNC: 0278995349,CASA0007715,inn
321,CASA0007715,2024-03-02 12:00:00,28613840,0,10000000,18613840,VND,RUT TIEN MAT,CASA0007715,,inn
322,CASA0007715,2024-03-03 09:00:00,18613840,250000,0,18863840,VND,CASA0007715 2024-03-03 09:00:00,VNC: 0278995349,CASA0007715,inn
323,CASA0007715,2024-03-04 10:00:00,18863840,0,350000,18513840,VND,CASA0007715 2024-03-04 10:00:00,CASA0007715,VIB - NAPAS: 9997654959,out
324,CASA0007715,2024-03-04 12:00:00,18513840,13547000,0,32060840,VND,Tra luong thang :3,VNC: 0278995699,CASA0007715,inn
325,CASA0007715,2024-03-06 11:00:00,32060840,0,2000000,30060840,VND,RUT TIEN MAT,CASA0007715,,inn
326,CASA0007715,2024-03-07 12:00:00,30060840,300000,0,30360840,VND,CASA0007715 2024-03-07 12:00:00,KLB - NAPAS: 7812345668,CASA0007715,out
327,CASA0007715,2024-03-08 09:00:00,30360840,0,300000,30060840,VND,CASA0007715 2024-03-08 09:00:00,CASA0007715,VIB - NAPAS: 9997654347,out
328,CASA0007715,2024-03-08 10:00:00,30060840,400000,0,30460840,VND,CASA0007715 2024-03-09 10:00:00,VNC: 0278995199,CASA0007715,inn
329,CASA0007715,2024-03-10 11:00:00,30460840,0,3000000,27460840,VND,Tra tien thue,CASA0007715,LPB - NAPAS: 8752666742,out
330,CASA0007715,2024-03-10 12:00:00,27460840,0,320000,27140840,VND,Tra tien,CASA0007715,LPB - NAPAS: 8752666742,out
331,CASA0007715,2024-03-11 09:00:00,27140840,4500000,0,31640840,VND,CASA0007715 2024-03-11 09:00:00,VNC: 0278995178,CASA0007715,inn
332,CASA0007715,2024-03-11 10:00:00,31640840,2200000,0,33840840,VND,CASA0007715 2024-03-12 10:00:00,VNC: 0278995349,CASA0007715,inn
333,CASA0007715,2024-03-11 11:00:00,33840840,0,2500000,31340840,VND,CASA0007715 2024-03-13 11:00:00,CASA0007715,VIB - NAPAS: 9997654343,out
334,CASA0007715,2024-03-15 09:00:00,31340840,0,3100000,28240840,VND,CASA0007715 2024-03-15 09:00:00,CASA0007715,KLB - NAPAS: 7812345666,out
335,CASA0007715,2024-03-15 10:00:00,28240840,1450000,0,29690840,VND,CASA0007715 2024-03-16 10:00:00,VNC: 0278995175,CASA0007715,inn
336,CASA0007715,2024-03-20 11:00:00,29690840,600000,0,30290840,VND,CASA0007715 2024-01-21 11:00:00,VNC: 0278995600,CASA0007715,inn
337,CASA0007715,2024-03-21 12:00:00,30290840,350000,0,30640840,VND,CASA0007715 2024-03-14 12:00:00,VNC: 0278995178,CASA0007715,inn
338,CASA0007715,2024-03-21 12:00:00,30640840,0,300000,30340840,VND,CASA0007715 2024-02-21 11:00:00,CASA0007715,VNC: 0278995699,inn
339,CASA0007715,2024-03-22 12:00:00,30340840,450000,0,30790840,VND,CASA0007715 2024-02-22 12:00:00,VNC: 0278995699,CASA0007715,inn
340,CASA0007715,2024-03-23 12:00:00,30790840,85000000,0,115790840,VND,tat toan thue,VNC: 0278995699,CASA0007715,inn
341,CASA0007715,2024-03-24 12:00:00,115790840,20000000,0,135790840,VND,Chuyen khoan,VNC: 0278995699,CASA0007715,inn
342,CASA0007715,2024-03-25 10:00:00,135790840,0,300000,135490840,VND,Chuyen khoan,CASA0007715,KLB - NAPAS: 7812345666,out
343,CASA0007715,2024-03-25 12:00:00,135490840,75000000,0,210490840,VND,Chuyen khoan,VNC: 0278995699,CASA0007715,inn
344,CASA0007715,2024-03-26 15:00:00,210490840,0,201507466,8983374,VND,tra tien vay ngan hang,CASA0007715,VNC:79302001,inn
345,CASA0007715,2024-03-27 12:00:00,8983374,0,500000,8483374,VND,Chuyen khoan,CASA0007715,VNC: 0278995345,inn
346,CASA0007715,2024-03-27 12:00:00,8483374,300000,0,8783374,VND,Chuyen khoan,EIB - NAPAS: 1238074746,CASA0007715,out
347,CASA0007715,2024-03-28 12:00:00,8783374,0,200000,8583374,VND,Chuyen khoan,CASA0007715,VNC: 0278995347,inn
348,CASA0007715,2024-03-31 12:00:00,8583374,500000,0,9083374,VND,Chuyen khoan,EIB - NAPAS: 1238075746,CASA0007715,out
349,CASA0007715,2024-03-31 15:00:00,9083374,0,400000,8683374,VND,Chuyen khoan,CASA0007715,VNC: 0278995337,inn
350,CASA0019874,2024-01-01 09:00:00,32500000,5000000,0,37500000,VND,CASA0019874 2024-01-01 09:00:00,VNC: 0278995674,CASA0019874,inn
351,CASA0019874,2024-01-01 12:05:00,37500000,0,125000,37375000,VND,CASA0019874 2024-01-01 12:05:00.001,CASA0019874,VNC: 0278995600,inn
352,CASA0019874,2024-01-02 10:00:00,37375000,0,2150000,35225000,VND,CASA0019874 2024-01-02 10:00:00,CASA0019874,CTG - NAPAS: 8752777745,out
353,CASA0019874,2024-01-03 11:00:00,35225000,2000000,0,37225000,VND,CASA0019874 2024-01-03 11:00:00,VNC: 0278995611,CASA0019874,inn
354,CASA0019874,2024-01-04 12:00:00,37225000,0,4100000,33125000,VND,CASA0019874 2024-01-04 12:00:00,CASA0019874,BID - NAPAS: 9997654357,out
355,CASA0019874,2024-01-05 09:00:00,33125000,43500000,0,76625000,VND,Tra luong thang: 1,VNC: 0278995699,CASA0019874,inn
356,CASA0019874,2024-01-06 14:00:00,76625000,0,2300000,74325000,VND,CASA0019874 2024-01-06 14:00:00,CASA0019874,BID - NAPAS: 9997654311,out
357,CASA0019874,2024-01-06 15:00:00,74325000,1700000,0,76025000,VND,CASA0019874 2024-01-07 15:00:00,VNC: 0278995611,CASA0019874,inn
358,CASA0019874,2024-01-09 10:00:00,76025000,0,750000,75275000,VND,CASA0019874 2024-01-08 10:00:00,CASA0019874,VNC: 0278995600,inn
359,CASA0019874,2024-01-09 11:00:00,75275000,3300000,0,78575000,VND,CASA0019874 2024-01-09 11:00:00,VNC: 0278995349,CASA0019874,inn
